feature_id,feature_name,probe_a_auc,probe_b_auc,probe_c_auc,n_pos_train,n_pos_test,n_total_train,n_total_test
587,Feature 587,0.9973426893792517,0.9981922424552622,0.9958209609167661,2126,527,4252,438325
588,Feature 588,0.7252007240753251,0.7379612291423997,0.7284333606702649,3201,1362,6402,438325
589,Feature 589,0.9198311480736252,0.9777909863075838,0.9121610151999274,250,235,500,438325
590,Feature 590,0.9904616598501921,0.9894064906108544,0.990408093968644,2375,632,4750,438325
591,Feature 591,0.8427449871044685,0.8936528998468058,0.8468046189163947,9962,2949,19924,438325
592,Feature 592,0.7956446041171905,0.8070421533077725,0.7932773225050048,446,129,892,438325
593,Feature 593,0.9735793670807786,0.9851188599063171,0.973763334541215,266,127,532,438325
594,Feature 594,0.9614008558244103,0.9890626502476797,0.9668235635691589,871,201,1742,438325
595,Feature 595,0.8961371710025459,0.9588397245230745,0.901469851436025,991,309,1982,438325
596,Feature 596,0.790394357478819,0.8559376744900518,0.7883422401178695,15188,3823,30376,438325
597,Feature 597,0.9537973591975422,0.9804545292234227,0.9507509048271273,433,136,866,438325
598,Feature 598,0.8352928962080168,0.9182338959748686,0.8338374254156746,3909,1491,7818,438325
599,Feature 599,0.6969563472085272,0.8083195003030199,0.7028761027177137,5834,1922,11668,438325
600,Feature 600,0.7958413239749692,0.9119885419256608,0.7985791325594751,12391,3147,24782,438325
