run_label,sae_release,sae_id,feature_id,feature_name,max_activation,threshold,threshold_strategy,train_token_count_filtered,test_token_count_filtered,train_activation_mean,train_activation_std,train_activation_p95,train_activation_p99,test_activation_mean,test_activation_std,test_activation_p95,test_activation_p99,train_positive_count_filtered,test_positive_count_filtered,train_positive_fraction_filtered,test_positive_fraction_filtered,activating_examples_count,probe_a_auc_filtered,probe_b_auc_filtered,probe_c_auc_filtered,probe_a_auc_unfiltered,probe_b_auc_unfiltered,probe_c_auc_unfiltered,train_positive_fraction_unfiltered,test_positive_fraction_unfiltered,train_token_count_unfiltered,test_token_count_unfiltered,balanced_train_size_filtered,balanced_train_size_unfiltered,notes
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,110,Feature 110,22.484375,2.2484375,dynamic_0.1_max,2413143,587141,1.159218192100525,2.290935754776001,6.35546875,9.3125,1.1506545543670654,2.2831668853759766,6.33984375,9.2734375,567632,137429,0.2352251814335081,0.23406473061836935,15,0.8736951438015467,0.9030955479022973,0.8729879707547389,0.8736951438015467,0.9030955479022973,0.8729879707547389,0.2352251814335081,0.23406473061836935,2413143,587141,1135264,1135264,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,111,Feature 111,22.90625,2.290625,dynamic_0.1_max,2413143,587141,2.1348226070404053,3.2552742958068848,9.03125,12.7890625,2.130199670791626,3.2408461570739746,8.96875,12.7421875,873796,212880,0.36209872353192496,0.3625704898823281,15,0.9069209145640997,0.9277324580447083,0.9071234828053047,0.9069209145640997,0.9277324580447083,0.9071234828053047,0.36209872353192496,0.3625704898823281,2413143,587141,1747592,1747592,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,112,Feature 112,27.3125,2.73125,dynamic_0.1_max,2413143,587141,0.3667777180671692,1.2667691707611084,3.33984375,6.21484375,0.36145833134651184,1.2581487894058228,3.3046875,6.20703125,163158,39041,0.06761223847902921,0.06649339766768118,15,0.8924492804992394,0.9170805035211065,0.8917670380869767,0.8924492804992394,0.9170805035211065,0.8917670380869767,0.06761223847902921,0.06649339766768118,2413143,587141,326316,326316,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,113,Feature 113,26.171875,2.6171875,dynamic_0.1_max,2413143,587141,0.7982794046401978,2.2065200805664062,5.9140625,10.328125,0.8072091341018677,2.217747211456299,5.984375,10.359375,308500,75742,0.12784157424570364,0.1290013812695758,15,0.9330465292265867,0.9493028330654043,0.9318173459469998,0.9330465292265867,0.9493028330654043,0.9318173459469998,0.12784157424570364,0.1290013812695758,2413143,587141,617000,617000,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,114,Feature 114,20.015625,2.0015625,dynamic_0.1_max,2413143,587141,0.5595864057540894,1.6475584506988525,4.46875,7.65625,0.5676590204238892,1.6554769277572632,4.49609375,7.65625,301912,74728,0.1251115246796398,0.12727436850773494,15,0.9040496795200611,0.9248805701809388,0.9052286382362048,0.9040496795200611,0.9248805701809388,0.9052286382362048,0.1251115246796398,0.12727436850773494,2413143,587141,603824,603824,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,115,Feature 115,16.78125,1.678125,dynamic_0.1_max,2413143,587141,0.36673980951309204,1.3142876625061035,3.40625,6.64453125,0.36969324946403503,1.3189318180084229,3.4140625,6.66015625,208845,51260,0.08654480898976977,0.08730441239838471,15,0.9212362948519845,0.9467510181451899,0.9214545867530733,0.9212362948519845,0.9467510181451899,0.9214545867530733,0.08654480898976977,0.08730441239838471,2413143,587141,417690,417690,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,116,Feature 116,25.4375,2.54375,dynamic_0.1_max,2413143,587141,0.1714809536933899,0.8271170854568481,0.0,4.51171875,0.16835170984268188,0.8191340565681458,0.0,4.4765625,87529,20855,0.03627178331329722,0.035519577069221875,15,0.9064755350528942,0.9297040133261885,0.9067546701875585,0.9064755350528942,0.9297040133261885,0.9067546701875585,0.03627178331329722,0.035519577069221875,2413143,587141,175058,175058,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,117,Feature 117,22.8125,2.28125,dynamic_0.1_max,2413143,587141,1.1237025260925293,2.3937630653381348,6.7421875,9.9296875,1.1513755321502686,2.414803981781006,6.8046875,9.96875,501797,125206,0.20794333365241927,0.2132469032140491,15,0.920210070720119,0.939530089525627,0.9199989005106931,0.920210070720119,0.939530089525627,0.9199989005106931,0.20794333365241927,0.2132469032140491,2413143,587141,1003594,1003594,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,118,Feature 118,20.265625,2.0265625000000003,dynamic_0.1_max,2413143,587141,0.1521298885345459,0.7211427092552185,0.0,3.90625,0.14142462611198425,0.6956911683082581,0.0,3.81640625,113924,25799,0.04720980066245556,0.04394004165949917,15,0.8766227550904926,0.8969417897871877,0.8771817294172,0.8766227550904926,0.8969417897871877,0.8771817294172,0.04720980066245556,0.04394004165949917,2413143,587141,227848,227848,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,119,Feature 119,34.15625,3.4156250000000004,dynamic_0.1_max,2413143,587141,1.192615032196045,2.8544511795043945,7.703125,12.9296875,1.2185848951339722,2.881988048553467,7.8046875,13.0234375,352949,87666,0.14626112087016807,0.14930996132104554,15,0.9217281491446976,0.943121100644829,0.9216204663015164,0.9217281491446976,0.943121100644829,0.9216204663015164,0.14626112087016807,0.14930996132104554,2413143,587141,705898,705898,unfiltered_not_run_no_padding
gemma2_9b_layer20_width16k_l0_108,gemma-scope-9b-pt-mlp,layer_20/width_16k/average_l0_108,120,Feature 120,15.359375,1.5359375000000002,dynamic_0.1_max,2413143,587141,0.542070209980011,1.4917162656784058,3.998046875,6.515625,0.5408620238304138,1.4868676662445068,3.990234375,6.4609375,337249,82075,0.13975508289396857,0.1397875467732623,15,0.8742110262970321,0.9050832639601739,0.8833255287219717,0.8742110262970321,0.9050832639601739,0.8833255287219717,0.13975508289396857,0.1397875467732623,2413143,587141,674498,674498,unfiltered_not_run_no_padding
