run_label,sae_release,sae_id,feature_id,feature_name,max_activation,threshold,threshold_strategy,train_token_count_filtered,test_token_count_filtered,train_activation_mean,train_activation_std,train_activation_p95,train_activation_p99,test_activation_mean,test_activation_std,test_activation_p95,test_activation_p99,train_positive_count_filtered,test_positive_count_filtered,train_positive_fraction_filtered,test_positive_fraction_filtered,activating_examples_count,probe_a_auc_filtered,probe_b_auc_filtered,probe_c_auc_filtered,probe_a_auc_unfiltered,probe_b_auc_unfiltered,probe_c_auc_unfiltered,train_positive_fraction_unfiltered,test_positive_fraction_unfiltered,train_token_count_unfiltered,test_token_count_unfiltered,balanced_train_size_filtered,balanced_train_size_unfiltered,notes
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,516,Feature 516,70.4375,7.04375,dynamic_0.1_max,2413143,587141,0.020849427208304405,0.5895458459854126,0.0,0.0,0.024079926311969757,0.636154294013977,0.0,0.0,3710,1040,0.001537414069535042,0.0017712951403495924,15,0.894921655830388,0.915035238413227,0.8906374170479675,0.894921655830388,0.915035238413227,0.8906374170479675,0.001537414069535042,0.0017712951403495924,2413143.0,587141.0,7420.0,7420.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,517,Feature 517,161.125,16.1125,dynamic_0.1_max,2413143,587141,0.10864812880754471,2.730130434036255,0.0,0.0,0.12498869001865387,2.928635597229004,0.0,0.0,3915,1101,0.0016223655208166279,0.0018751884130047127,15,0.9972700782809182,0.9990473513911411,0.9972754283108084,0.9972700782809182,0.9990473513911411,0.9972754283108084,0.0016223655208166279,0.0018751884130047127,2413143.0,587141.0,7830.0,7830.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,518,Feature 518,109.5,10.950000000000001,dynamic_0.1_max,2413143,587141,0.13841143250465393,1.7286217212677002,0.0,0.0,0.09953824430704117,1.3465297222137451,0.0,0.0,11893,2016,0.004928427366301956,0.0034335875028315174,15,0.7544118460137741,0.8791402469625607,0.7512971413481722,0.7544118460137741,0.8791402469625607,0.7512971413481722,0.004928427366301956,0.0034335875028315174,2413143.0,587141.0,23786.0,23786.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,519,Feature 519,59.8125,5.98125,dynamic_0.1_max,2413143,587141,0.0031370234210044146,0.33081939816474915,0.0,0.0,0.0035902922973036766,0.3497088849544525,0.0,0.0,298,86,0.00012349040235079314,0.00014647248275967783,15,0.9666846416870335,0.9781706004726389,0.9699182438632884,0.9666846416870335,0.9781706004726389,0.9699182438632884,0.00012349040235079314,0.00014647248275967783,2413143.0,587141.0,596.0,596.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,520,Feature 520,101.5625,10.15625,dynamic_0.1_max,2413143,587141,0.19601166248321533,2.1308281421661377,0.0,8.2421875,0.1893506497144699,2.115635395050049,0.0,7.875,17975,4154,0.007448791886763445,0.007074961550973276,15,0.9273526768302243,0.9460761980256052,0.9254166001924383,0.9273526768302243,0.9460761980256052,0.9254166001924383,0.007448791886763445,0.007074961550973276,2413143.0,587141.0,35950.0,35950.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,521,Feature 521,135.125,13.512500000000001,dynamic_0.1_max,2413143,587141,0.13585107028484344,1.607357144355774,0.0,0.0,0.13921895623207092,1.6745011806488037,0.0,7.20703125,7860,1929,0.0032571629613330003,0.003285411851667657,15,0.8613984459671489,0.8841397773137378,0.8676197898226278,0.8613984459671489,0.8841397773137378,0.8676197898226278,0.0032571629613330003,0.003285411851667657,2413143.0,587141.0,15720.0,15720.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,522,Feature 522,96.125,9.6125,dynamic_0.1_max,2413143,587141,0.10039787739515305,2.0666043758392334,0.0,0.0,0.10158506780862808,2.0883748531341553,0.0,0.0,6563,1603,0.0027196896329807225,0.0027301789519042275,15,0.9270819399052829,0.9326151735983028,0.9310699183341595,0.9270819399052829,0.9326151735983028,0.9310699183341595,0.0027196896329807225,0.0027301789519042275,2413143.0,587141.0,13126.0,13126.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,523,Feature 523,96.6875,9.668750000000001,dynamic_0.1_max,2413143,587141,0.07327087223529816,1.1695423126220703,0.0,0.0,0.07970403879880905,1.212876796722412,0.0,0.0,7752,2098,0.003212408050413921,0.003573247311974466,15,0.7896116537314906,0.8529287920787004,0.7895740846907707,0.7896116537314906,0.8529287920787004,0.7895740846907707,0.003212408050413921,0.003573247311974466,2413143.0,587141.0,15504.0,15504.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,524,Feature 524,60.9375,6.09375,dynamic_0.1_max,2413143,587141,0.16659922897815704,1.5200742483139038,0.0,8.5859375,0.15909026563167572,1.4717864990234375,0.0,8.4140625,34007,7972,0.014092409774306786,0.013577658518141298,15,0.8493157766414393,0.8869795614140539,0.8504271093623067,0.8493157766414393,0.8869795614140539,0.8504271093623067,0.014092409774306786,0.013577658518141298,2413143.0,587141.0,68014.0,68014.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,525,Feature 525,45.65625,4.565625,dynamic_0.1_max,2413143,587141,0.013950398191809654,0.5491260886192322,0.0,0.0,0.013187446631491184,0.5322657227516174,0.0,0.0,2015,480,0.0008350106064994905,0.0008175208340075042,15,0.920146172931784,0.9444733042165748,0.9206300447930463,0.920146172931784,0.9444733042165748,0.9206300447930463,0.0008350106064994905,0.0008175208340075042,2413143.0,587141.0,4030.0,4030.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,526,Feature 526,230.625,23.0625,dynamic_0.1_max,2413143,587141,0.002796673681586981,0.4554271399974823,0.0,0.0,0.0015190265839919448,0.14120149612426758,0.0,0.0,47,2,1.9476674196266033e-05,3.4063368083646007e-06,15,,,,,,,,,,,,,insufficient_positive_examples_filtered
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,527,Feature 527,130.875,13.0875,dynamic_0.1_max,2413143,587141,0.03185942396521568,1.0808991193771362,0.0,0.0,0.030042706057429314,1.010162591934204,0.0,0.0,1823,409,0.0007554463204211271,0.0006965958773105608,15,0.9870633634592849,0.9915808872940528,0.9851282092996079,0.9870633634592849,0.9915808872940528,0.9851282092996079,0.0007554463204211271,0.0006965958773105608,2413143.0,587141.0,3646.0,3646.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,528,Feature 528,154.0,15.4,dynamic_0.1_max,2413143,587141,0.06603910773992538,1.3923044204711914,0.0,0.0,0.05116550624370575,1.1079591512680054,0.0,0.0,2051,324,0.0008499289101391836,0.0005518265629550653,15,0.8096584525257489,0.8505458786371178,0.8133412577547205,0.8096584525257489,0.8505458786371178,0.8133412577547205,0.0008499289101391836,0.0005518265629550653,2413143.0,587141.0,4102.0,4102.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,529,Feature 529,71.875,7.1875,dynamic_0.1_max,2413143,587141,0.09777231514453888,1.337214469909668,0.0,0.0,0.10530632734298706,1.3977484703063965,0.0,0.0,16271,4258,0.00674265884781797,0.0072520910650082345,15,0.8312916722887685,0.8710402314234176,0.8200096880884775,0.8312916722887685,0.8710402314234176,0.8200096880884775,0.00674265884781797,0.0072520910650082345,2413143.0,587141.0,32542.0,32542.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,530,Feature 530,119.875,11.9875,dynamic_0.1_max,2413143,587141,0.009906644001603127,0.5001793503761292,0.0,0.0,0.0037784657906740904,0.1999996304512024,0.0,0.0,610,41,0.0002527823672281336,6.982990457147431e-05,15,0.6697791957991119,0.8078077861003444,0.6764092417878701,0.6697791957991119,0.8078077861003444,0.6764092417878701,0.0002527823672281336,6.982990457147431e-05,2413143.0,587141.0,1220.0,1220.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,531,Feature 531,42.40625,4.2406250000000005,dynamic_0.1_max,2413143,587141,0.0016114423051476479,0.16152481734752655,0.0,0.0,0.0017137866234406829,0.1563735157251358,0.0,0.0,294,80,0.0001218328130574939,0.00013625347233458401,15,0.958586373477373,0.9911204393580906,0.9555320486286774,0.958586373477373,0.9911204393580906,0.9555320486286774,0.0001218328130574939,0.00013625347233458401,2413143.0,587141.0,588.0,588.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,532,Feature 532,123.5625,12.356250000000001,dynamic_0.1_max,2413143,587141,0.002799736335873604,0.23474891483783722,0.0,0.0,0.013995147310197353,0.727898895740509,0.0,0.0,142,211,5.88444199121229e-05,0.0003593685332824654,15,0.9570041616660165,0.9706118906289075,0.9619816398654966,0.9570041616660165,0.9706118906289075,0.9619816398654966,5.88444199121229e-05,0.0003593685332824654,2413143.0,587141.0,284.0,284.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,533,Feature 533,87.75,8.775,dynamic_0.1_max,2413143,587141,0.06544557213783264,1.3443081378936768,0.0,0.0,0.0738006979227066,1.4017620086669922,0.0,0.0,6398,1821,0.002651314074632129,0.003101469664015969,15,0.9283006567644247,0.9175382706026598,0.926554324208261,0.9283006567644247,0.9175382706026598,0.926554324208261,0.002651314074632129,0.003101469664015969,2413143.0,587141.0,12796.0,12796.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,534,Feature 534,100.25,10.025,dynamic_0.1_max,2413143,587141,0.030138807371258736,0.7666313648223877,0.0,0.0,0.03536229953169823,0.9260614514350891,0.0,0.0,3358,888,0.0013915462117247092,0.0015124135429138827,15,0.9659374233901997,0.9792743160898633,0.9643838555896361,0.9659374233901997,0.9792743160898633,0.9643838555896361,0.0013915462117247092,0.0015124135429138827,2413143.0,587141.0,6716.0,6716.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,535,Feature 535,202.125,20.212500000000002,dynamic_0.1_max,2413143,587141,0.08074968308210373,2.2422032356262207,0.0,0.0,0.08536718785762787,2.2877449989318848,0.0,0.0,2167,562,0.0008979989996448615,0.0009571806431504528,15,0.9744702695857594,0.9884783080160088,0.9748256521760206,0.9744702695857594,0.9884783080160088,0.9748256521760206,0.0008979989996448615,0.0009571806431504528,2413143.0,587141.0,4334.0,4334.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,536,Feature 536,199.0,19.900000000000002,dynamic_0.1_max,2413143,587141,0.014381872490048409,1.093556523323059,0.0,0.0,0.014418438076972961,1.0007590055465698,0.0,0.0,282,74,0.00011686004517759619,0.00012603446190949022,15,0.9936808745850133,0.9967842314052372,0.9941678810176784,0.9936808745850133,0.9967842314052372,0.9941678810176784,0.00011686004517759619,0.00012603446190949022,2413143.0,587141.0,564.0,564.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,537,Feature 537,36.5,3.6500000000000004,dynamic_0.1_max,2413143,587141,0.078223817050457,1.097080111503601,0.0,0.0,0.08347541093826294,1.1295896768569946,0.0,0.0,14624,3808,0.00606014645630201,0.006485665283126199,15,0.9753982230366798,0.9720712981163722,0.9754290513856283,0.9753982230366798,0.9720712981163722,0.9754290513856283,0.00606014645630201,0.006485665283126199,2413143.0,587141.0,29248.0,29248.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,538,Feature 538,71.0625,7.10625,dynamic_0.1_max,2413143,587141,0.10664793848991394,1.1909738779067993,0.0,0.0,0.1156255453824997,1.2477473020553589,0.0,7.17578125,22541,5908,0.009340930065064524,0.01006231893190903,15,0.8802310962763479,0.9297354047815943,0.8927182747803659,0.8802310962763479,0.9297354047815943,0.8927182747803659,0.009340930065064524,0.01006231893190903,2413143.0,587141.0,45082.0,45082.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,539,Feature 539,185.75,18.575,dynamic_0.1_max,2413143,587141,0.017633888870477676,0.8522595167160034,0.0,0.0,0.018381139263510704,0.8454421758651733,0.0,0.0,662,167,0.00027433102804102366,0.00028442912349844416,15,0.9979305309078457,0.9984968322970328,0.9977120501659898,0.9979305309078457,0.9984968322970328,0.9977120501659898,0.00027433102804102366,0.00028442912349844416,2413143.0,587141.0,1324.0,1324.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,540,Feature 540,139.0,13.9,dynamic_0.1_max,2413143,587141,0.05719834938645363,1.1606615781784058,0.0,0.0,0.05597807466983795,1.1590989828109741,0.0,0.0,2820,664,0.0011686004517759618,0.0011309038203770475,15,0.8770479020315529,0.8871325051808747,0.8730536192721617,0.8770479020315529,0.8871325051808747,0.8730536192721617,0.0011686004517759618,0.0011309038203770475,2413143.0,587141.0,5640.0,5640.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,541,Feature 541,59.46875,5.946875,dynamic_0.1_max,2413143,587141,0.05277450382709503,1.1361110210418701,0.0,0.0,0.04207148030400276,0.9921072125434875,0.0,0.0,6134,1183,0.0025419131812743794,0.0020148482221476615,15,0.908960913325495,0.9146318254291863,0.9081148077461675,0.908960913325495,0.9146318254291863,0.9081148077461675,0.0025419131812743794,0.0020148482221476615,2413143.0,587141.0,12268.0,12268.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,542,Feature 542,165.625,16.5625,dynamic_0.1_max,2413143,587141,0.13772280514240265,2.4176692962646484,0.0,0.0,0.1185704842209816,2.273312568664551,0.0,0.0,6527,1333,0.0027047713293410296,0.0022703234827750065,15,0.8834893133106974,0.9313591751289091,0.8803039411339327,0.8834893133106974,0.9313591751289091,0.8803039411339327,0.0027047713293410296,0.0022703234827750065,2413143.0,587141.0,13054.0,13054.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,543,Feature 543,157.375,15.7375,dynamic_0.1_max,2413143,587141,0.06400492042303085,1.4664521217346191,0.0,0.0,0.06011826545000076,1.4028270244598389,0.0,0.0,2867,662,0.001188077125972228,0.0011274974835686828,15,0.9435498521106673,0.969992038461864,0.9433776121741304,0.9435498521106673,0.969992038461864,0.9433776121741304,0.001188077125972228,0.0011274974835686828,2413143.0,587141.0,5734.0,5734.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,544,Feature 544,135.5,13.55,dynamic_0.1_max,2413143,587141,0.048212893307209015,1.2156164646148682,0.0,0.0,0.051780179142951965,1.2300509214401245,0.0,0.0,3946,986,0.001635211837839697,0.0016793240465237482,15,0.937285260184712,0.9501263883517161,0.9387221702654887,0.937285260184712,0.9501263883517161,0.9387221702654887,0.001635211837839697,0.0016793240465237482,2413143.0,587141.0,7892.0,7892.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,545,Feature 545,59.03125,5.903125,dynamic_0.1_max,2413143,587141,0.005703698378056288,0.269295334815979,0.0,0.0,0.012909331358969212,0.5506935715675354,0.0,0.0,1260,480,0.0005221406273892596,0.0008175208340075042,15,0.8127450538584748,0.8068217029653127,0.8205352906817851,0.8127450538584748,0.8068217029653127,0.8205352906817851,0.0005221406273892596,0.0008175208340075042,2413143.0,587141.0,2520.0,2520.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,546,Feature 546,43.4375,4.34375,dynamic_0.1_max,2413143,587141,0.05279243737459183,1.475036382675171,0.0,0.0,0.055193979293107986,1.4993948936462402,0.0,0.0,3525,932,0.0014607505647199525,0.0015873529526979038,15,0.9394798308945124,0.9515627069084188,0.9391758353304348,0.9394798308945124,0.9515627069084188,0.9391758353304348,0.0014607505647199525,0.0015873529526979038,2413143.0,587141.0,7050.0,7050.0,unfiltered_not_run_no_padding
layer20_width16k_l0_71,gemma-scope-2b-pt-res,layer_20/width_16k/average_l0_71,547,Feature 547,48.84375,4.884375,dynamic_0.1_max,2413143,587141,0.037616632878780365,1.0405926704406738,0.0,0.0,0.03888119384646416,1.057054877281189,0.0,0.0,3300,832,0.0013675111669718702,0.0014170361122796738,15,0.9814361679132964,0.9807324233368935,0.9812419792392222,0.9814361679132964,0.9807324233368935,0.9812419792392222,0.0013675111669718702,0.0014170361122796738,2413143.0,587141.0,6600.0,6600.0,unfiltered_not_run_no_padding
