run_label,sae_release,sae_id,feature_id,feature_name,max_activation,threshold,threshold_strategy,train_token_count_filtered,test_token_count_filtered,train_activation_mean,train_activation_std,train_activation_p95,train_activation_p99,test_activation_mean,test_activation_std,test_activation_p95,test_activation_p99,train_positive_count_filtered,test_positive_count_filtered,train_positive_fraction_filtered,test_positive_fraction_filtered,activating_examples_count,probe_a_auc_filtered,probe_b_auc_filtered,probe_c_auc_filtered,probe_a_auc_unfiltered,probe_b_auc_unfiltered,probe_c_auc_unfiltered,train_positive_fraction_unfiltered,test_positive_fraction_unfiltered,train_token_count_unfiltered,test_token_count_unfiltered,balanced_train_size_filtered,balanced_train_size_unfiltered,notes
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,249,expressions related to financial fraud and ethical considerations in investment practices,22.796875,2.2796875,dynamic_0.1_max,2413143,587141,0.007034854497760534,0.26317867636680603,0.0,0.0,0.008045587688684464,0.28725579380989075,0.0,0.0,2306,625,0.0009556002275870099,0.0010644802526139376,15,0.9079186409236917,0.9608848167824919,0.9072634622073397,0.9079186409236917,0.9608848167824919,0.9072634622073397,0.0009556002275870099,0.0010644802526139376,2413143.0,587141.0,4612.0,4612.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,500,Feature 500,25.953125,2.5953125000000004,dynamic_0.1_max,2413143,587141,0.06974607706069946,0.8255372643470764,0.0,0.0,0.0677625834941864,0.821895956993103,0.0,0.0,23889,5598,0.009899537656906366,0.009534336726612518,15,0.8507525527173675,0.917813203159283,0.8413988156700986,0.8507525527173675,0.917813203159283,0.8413988156700986,0.009899537656906366,0.009534336726612518,2413143.0,587141.0,47778.0,47778.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,501,Feature 501,24.328125,2.4328125000000003,dynamic_0.1_max,2413143,587141,0.027086876332759857,0.36609140038490295,0.0,0.0,0.030354542657732964,0.39670437574386597,0.0,0.0,14820,3950,0.006141368331673672,0.0067275151965200865,15,0.7034954332112009,0.7694574574206956,0.7036164018957335,0.7034954332112009,0.7694574574206956,0.7036164018957335,0.006141368331673672,0.0067275151965200865,2413143.0,587141.0,29640.0,29640.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,502,Feature 502,36.8125,3.6812500000000004,dynamic_0.1_max,2413143,587141,0.0047170622274279594,0.22501979768276215,0.0,0.0,0.003092521335929632,0.15539485216140747,0.0,0.0,1178,228,0.0004881600468766252,0.00038832239615356446,15,0.9225594712160483,0.9556075415523045,0.9262604740336152,0.9225594712160483,0.9556075415523045,0.9262604740336152,0.0004881600468766252,0.00038832239615356446,2413143.0,587141.0,2356.0,2356.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,503,Feature 503,14.125,1.4125,dynamic_0.1_max,2413143,587141,0.07005683332681656,0.5529804825782776,0.0,3.703125,0.0675266906619072,0.5423954129219055,0.0,3.66015625,40339,9487,0.016716373625599478,0.016157958650477484,15,0.7619248923007785,0.832858352553097,0.7751109698846443,0.7619248923007785,0.832858352553097,0.7751109698846443,0.016716373625599478,0.016157958650477484,2413143.0,587141.0,80678.0,80678.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,504,Feature 504,36.6875,3.66875,dynamic_0.1_max,2413143,587141,0.02656673640012741,0.4650746285915375,0.0,0.0,0.027232078835368156,0.46832942962646484,0.0,0.0,7837,1941,0.0032476318228965295,0.003305849872517845,15,0.8487385933570754,0.8880050642976697,0.8491745390242502,0.8487385933570754,0.8880050642976697,0.8491745390242502,0.0032476318228965295,0.003305849872517845,2413143.0,587141.0,15674.0,15674.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,505,Feature 505,41.1875,4.11875,dynamic_0.1_max,2413143,587141,0.016058875247836113,0.41358330845832825,0.0,0.0,0.017268111929297447,0.4268689751625061,0.0,0.0,3573,944,0.0014806416362395432,0.0016077909735480915,15,0.9042953538092982,0.945777314030168,0.9046354038858864,0.9042953538092982,0.945777314030168,0.9046354038858864,0.0014806416362395432,0.0016077909735480915,2413143.0,587141.0,7146.0,7146.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,506,Feature 506,42.6875,4.26875,dynamic_0.1_max,2413143,587141,0.047123465687036514,0.5531058311462402,0.0,0.0,0.04947610944509506,0.5878161787986755,0.0,0.0,11823,2960,0.004899419553669219,0.005041378476379609,15,0.8592141567494562,0.8714940608466546,0.8548937199998686,0.8592141567494562,0.8714940608466546,0.8548937199998686,0.004899419553669219,0.005041378476379609,2413143.0,587141.0,23646.0,23646.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,507,Feature 507,46.8125,4.68125,dynamic_0.1_max,2413143,587141,0.005882212892174721,0.29270654916763306,0.0,0.0,0.005468009039759636,0.2821877896785736,0.0,0.0,1068,245,0.0004425763413108962,0.0004172762590246636,15,0.9907207632378214,0.9936900756049536,0.9897766054160274,0.9907207632378214,0.9936900756049536,0.9897766054160274,0.0004425763413108962,0.0004172762590246636,2413143.0,587141.0,2136.0,2136.0,unfiltered_not_run_no_padding
layer12_width16k_l0_82,gemma-scope-2b-pt-res,layer_12/width_16k/average_l0_82,508,Feature 508,54.09375,5.409375000000001,dynamic_0.1_max,2413143,587141,0.025712596252560616,0.652997612953186,0.0,0.0,0.022067338228225708,0.5881796479225159,0.0,0.0,3723,801,0.0015428012347382645,0.0013642378917500225,15,0.9709251857424698,0.9836955200241946,0.9709295144210577,0.9709251857424698,0.9836955200241946,0.9709295144210577,0.0015428012347382645,0.0013642378917500225,2413143.0,587141.0,7446.0,7446.0,unfiltered_not_run_no_padding
