run_label,sae_release,sae_id,feature_id,feature_name,probe_a_auc,probe_b_auc,probe_c_auc,n_pos_train,n_pos_test,n_total_train,n_total_test
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,557,Feature 557,0.7314043991332626,0.7818082935422691,0.7493046939629319,132288,32991,264576,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,558,Feature 558,0.9874565421378344,0.9908735728108164,0.9874536975286776,4564,1004,9128,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,559,Feature 559,0.6420825468553824,0.67069696478052,0.6503228791309852,941,337,1882,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,560,Feature 560,0.8849737108052023,0.9199180975947541,0.8599783097447531,8439,1143,16878,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,561,Feature 561,0.8353882915308978,0.8960158636163176,0.8377740358329526,8474,2067,16948,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,562,Feature 562,0.7853583413794274,0.9026541258784179,0.7832306828142992,4937,575,9874,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,563,Feature 563,0.9873438964035414,0.9900301887740602,0.9869569324454261,1760,426,3520,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,564,Feature 564,0.7394738411972032,0.7856071719126401,0.7267861149585494,4317,680,8634,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,565,Feature 565,0.8587601120051104,0.9281124008476267,0.8643985375535111,18172,4946,36344,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,566,Feature 566,0.9078757679104668,0.9305667333634767,0.9058515463653734,12640,3156,25280,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,567,Feature 567,0.6693544090037189,0.7107155223369921,0.6785033203534084,1914,423,3828,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,568,Feature 568,0.6238436646686224,0.8348141631688203,0.6293177650623099,1582,645,3164,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,569,Feature 569,0.6836226630859046,0.7941200811429115,0.6876894146604793,4107,258,8214,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,570,Feature 570,0.9978357332046588,0.9978618658229575,0.9979032118908047,15506,3326,31012,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,571,Feature 571,0.9553738382108636,0.9677619695696092,0.9553786329659447,6529,1757,13058,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,572,Feature 572,0.7231374196074108,0.8696206522841274,0.7212308769367503,12705,2451,25410,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,573,Feature 573,0.6500169235374604,0.8143131323462418,0.6505531053740994,45195,9436,90390,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,574,Feature 574,0.6881949085490077,0.8270151003107185,0.6794848384398229,7043,2223,14086,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,575,Feature 575,0.861563533580211,0.9026844053909255,0.8566738718298059,2797,564,5594,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,576,Feature 576,0.6401052240381084,0.6723403425172624,0.6427072954862733,1763,401,3526,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,577,Feature 577,0.9068516014013968,0.9629893086015198,0.917569653996229,21758,5179,43516,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,578,Feature 578,0.7416783126192679,0.960072148105269,0.7475420306837447,5355,2987,10710,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,579,Feature 579,0.6858558279256093,0.8875420035064125,0.6937436571603032,2610,1203,5220,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,580,Feature 580,0.9436857026870317,0.9921679926121202,0.981270914132317,9341,2611,18682,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,581,Feature 581,0.9649528379548186,0.973753706321115,0.9654510987647088,3515,863,7030,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,582,Feature 582,0.697160532401526,0.8509358237972868,0.703051808357537,4526,533,9052,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,583,Feature 583,0.9990727839621848,0.9998405812736701,0.9990578282314394,37630,9075,75260,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,584,Feature 584,0.6143930052914219,0.6627646626205496,0.6256958439368194,25398,5741,50796,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,585,Feature 585,0.9807412030480983,0.9864172592678211,0.9804704836201574,6189,1444,12378,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,586,Feature 586,0.8315660449650204,0.926736475208608,0.8427672658552008,1151,564,2302,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,587,Feature 587,0.6232549100112533,0.6737755805732246,0.6133419127195281,72057,19060,144114,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,588,Feature 588,0.8018446938672865,0.9334440357122672,0.8012326295511907,44,184,88,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,589,Feature 589,0.9956949782809232,0.9985838072955833,0.9957362482808241,486,108,972,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,590,Feature 590,0.9873816314818396,0.9987712563754093,0.9882152030401516,1035,221,2070,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,591,Feature 591,0.7401707490550713,0.838834549408335,0.7480243852842425,25564,5569,51128,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,592,Feature 592,0.8687392855508009,0.9357250131044808,0.8629544225116478,11905,2790,23810,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,593,Feature 593,0.6357829914845389,0.8618441126533605,0.6598484360904974,92248,18540,184496,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,594,Feature 594,0.8166290055332954,0.8536430921077992,0.821310338378152,1049,221,2098,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,595,Feature 595,0.6834084956525441,0.850502570759798,0.6748234751882172,7645,1936,15290,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,596,Feature 596,0.7123135837911468,0.7133759973107376,0.7162868507239286,1675,460,3350,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,597,Feature 597,0.8727877102551739,0.9160503865932075,0.8755297055517366,16109,3943,32218,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,598,Feature 598,0.7798363019582388,0.8789209418405084,0.7807142592230756,8675,2761,17350,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,599,Feature 599,0.8242233726401401,0.9052996845263745,0.8230204129019733,4584,544,9168,587141
layer25_width16k_l0_116,gemma-scope-2b-pt-res,layer_25/width_16k/average_l0_116,600,Feature 600,0.8749204578000102,0.9326152858202127,0.882430472109545,8544,1625,17088,587141
